Indeks #;Aktywny (0 lub 1);Nazwa;ID reguły podatku;Cena bez podatku. (netto);Cena zawiera podatek. (brutto);Marka;Opis;Dostępne do zamówienia (0 = Nie, 1 = Tak);W sprzedaży (0 lub 1);Ilość;Adresy URL zdjęcia (x,y,z...);Kategorie (x,y,z...);Przepisany URL
ARE-S-008;1;Alkoholomierz precyzyjny z termometrem 0-100%;1;44.72;55.00;-;Alkoholomierz niemal tak dokładny jak wskaźniki legalizowane których ceny są wielokrotnie wyższe.Dzięki wbudowanemu termometrowi ze skalą korekty mamy pewność dokładnego odczytu! Producent:ALLA Francja Zakres badania:0 – 100% stężenie alkoholu w objętości (ABV) czyli znane wszystkim % objętości. Dodatkowo alkoholomierz posiada skalę Cartier’a (czerwona podziałka) z uwagi na panujące przepisy skala ta nie jest już stosowana. Długość wskaźnika:31cm Zakres mierzenia temperatury cieczy:10-300C Precyzyjny wskaźnik zawartość alkoholu służy do badania stężenia alkoholu w czystych wódkach i spirytusie. Wyskalowany jest do badania alkoholu o temperaturze 200C.  Jeżeli temperatura badanego alkoholu jest inna – wtedy należy skorzystać ze skali korekty umieszczonej przy termometrze. Jeżeli badany alkohol ma temperaturę równą 200C wynik odczytany na głównej skali 0-100% jest prawidłowy. Jeżeli temperatura badanego alkoholu jest wyższa niż 200C to do odczytanego wyniku na głównej skali 0-100% należy odjąć wartość korekty np. jeżeli temperatura alkoholu jest 230C to od otrzymanego wyniku należy odjąć 1. Jeżeli temperatura badanego alkoholu jest niższa niż 200C to do odczytanego wyniku na głównej skali 0-100% należy dodać wartość korekty np. jeżeli temperatura alkoholu jest 170C to do otrzymanego wyniku należy dodać 1. Do alkoholomierza dodatkowo dołączone są tablice wzorcowe do precyzyjnego przeliczania stężenia alkoholu. Aby z nich skorzystać wystarczy odczytać z alkoholomierza zawartość % alkoholu oraz temperaturę cieczy. Następnie dane te podstawić do tabeli i odczytać na przecięciu linii ile dokładne mamy dodać (ADD) lub odjąć (SUBTRACT) do wyniku pokazanego na podziałce 0-100%. Jest to najdokładniejszy alkoholomierz w rozsądnej cenie jaki możemy sobie kupić do naszego domowego hobby!;1;1;3;https://winohobby.biz/userdata/public/gfx/cd7aab0c5271a1a601da3cc163eb06ba.jpg|https://winohobby.biz/userdata/public/gfx/b42b1d32d8b3d660b543250488d1f6cf.jpg;14;alkoholomierz-precyzyjny-z-termometrem-0-100
SPI-R-123;1;Aparat destylacyjny z deflegmatorem i odstojnikiem;1;319.51;393.00;-;;1;1;4;https://winohobby.biz/userdata/public/gfx/f23daa4186b12044e9c59017ddc087f0.jpg|https://winohobby.biz/userdata/public/gfx/6fd613e7deac5dfd56fa45cc8cf53abb.jpg;47;aparat-destylacyjny-z-deflegmatorem-i-odstojnikiem
ARE-S-257;1;Węgiel aktywny STORMS - 12,5kg (węgiel kokosowy);1;349.59;430.00;Węgiel aktywny;Waga 12,5kg = około 15,6 małych torebek Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1150m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;8;https://winohobby.biz/userdata/public/gfx/5f95eee8fc4ebee86e18bb2a307b0519.jpg;19;wegiel-aktywny-storms-12-5kg-wegiel-kokosowy
ARE-R-790;1;Aromat  o smaku: Pigwówka style flavour - 5l;1;723.58;890.00;Zaprawki do alkoholu esencje STRANDS;Szanowni klienci, uprzejmie informujemy, że zaprawki w bańkach 5 l zamawiane są pod konkretne zamówienie, czas oczekiwania do 14 dni roboczych. Pojemność 5L do przygotowania 150L alkoholu Aromat charakteryzuje się wyrazistym, owocowym smakiem, który łączy naturalną słodycz pigwy z subtelną kwaskowatością. Na początku wyczuwalne są intensywne nuty dojrzałego owocu, które przypominają połączenie gruszki i jabłka, wzbogacone o lekką, miodową nutę. Smak jest pełny, ale nie przytłaczający, a alkohol dobrze współgra z owocowym profilem, nadając całości lekkości i harmonii. Instrukcja:do butelki 750ml wlać 25ml zaprawki i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;8;https://winohobby.biz/userdata/public/gfx/96ca59c96afdcf414ad512caec6ad27d.jpg;24|28|35|21;aromat-o-smaku-pigwowka-style-flavour-5l
DAR-Y-104;1;Anyż gwiazdkowy 30g;1;13.66;16.80;Producent;;1;1;3;https://winohobby.biz/userdata/public/gfx/f06bd644c8188ff5dff283f82094d9b1.jpg|https://winohobby.biz/userdata/public/gfx/da84770b2ad293e138c1c1da53149bb3.jpg;39;anyz-gwiazdkowy-30g
ARE-S-252;1;Węgiel aktywny Coobra - 12,5kg (węgiel kamienny);1;276.42;340.00;Węgiel aktywny;Waga 12,5kg = około 15,6 małych torebek Granulacja: 0,43-1,7mm Powierzchnia aktywna: 1050m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa. Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;7;https://winohobby.biz/userdata/public/gfx/dafaea11df7625bca9f4d9ee198b77aa.jpg|https://winohobby.biz/userdata/public/gfx/25ce5595c7a6b34293e104c902802ca7.jpg;19;wegiel-aktywny-coobra-12-5kg-wegiel-kamienny
ARE-S-251;1;Węgiel aktywny Fantom (węgiel kamienny);1;23.58;29.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L, Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1100m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;0;https://winohobby.biz/userdata/public/gfx/7069/Wegiel-aktywny-Fantom-wegiel-kamienny.png;19;wegiel-aktywny-fantom-wegiel-kamienny
DAR-Y-017;1;Dary Natury Trawa cytrynowa 20g;1;5.2;6.40;Producent;;1;1;8;https://winohobby.biz/userdata/public/gfx/7051/Dary-Natury-Trawa-cytrynowa-20g.png;39;dary-natury-trawa-cytrynowa-20g
ARE-S-085;1;Aromat 25ml o smaku:  Pigwówka Style Flavour;1;7.72;9.50;Zaprawki do alkoholu esencje STRANDS;Aromat o smaku pigwy ma świeży, owocowy profil z wyraźną słodyczą i delikatną kwaskowatością. Dominują nuty dojrzałej pigwy z subtelnymi cytrusowymi i gruszkowymi akcentami, które nadają całości orzeźwiający, owocowy charakter. Instrukcja:do butelki 750ml wsypać 100g miałkiego cukru lub glukozy, wlać zaprawkę i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć do całkowitego rozpuszczenia się cukru, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;10;https://winohobby.biz/userdata/public/gfx/6925/Esencja-do-alkoholu-Strands--Pigwa-Pigwowka-25ml.png;24|28|35;aromat-25ml-o-smaku-pigwowka-style-flavour
ARE-S-255;1;Węgiel aktywny MixerMan SNABBKOL (węgiel kamienny);1;23.58;29.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L Granulacja: 0,6-2,36mm Powierzchnia aktywna: 800-1050m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;3;https://winohobby.biz/userdata/public/gfx/7102/Wegiel-aktywny-SNABBKOL-1%2C7L--1szt.png;19;wegiel-aktywny-mixerman-snabbkol-wegiel-kamienny
ARE-S-253;1;Węgiel aktywny FANTOM 12,5kg (węgiel kamienny);1;268.29;330.00;Węgiel aktywny;Waga 12,5kg = około 15,6 małych torebek Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1100m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia.Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;0;https://winohobby.biz/userdata/public/gfx/7103/Wegiel-aktywny-kamienny-FANTOM--12%2C5kg.png;19;wegiel-aktywny-fantom-12-5kg-wegiel-kamienny
ARE-S-259;1;Węgiel aktywny NORRLAND AKTIVIT KOL (węgiel kamienny) (1);1;23.58;29.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L, Granulacja: 0,43-1,7mm Powierzchnia aktywna: 900m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;10;https://winohobby.biz/userdata/public/gfx/7921f63288dcb50e8c6f02112c76402c.jpg;19;wegiel-aktywny-norrland-aktivit-kol-wegiel-kamienny-1
ARE-S-254;1;Węgiel aktywny BG09 SUPER (węgiel kamienny);1;23.58;29.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L, Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1000-1100m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;4;https://winohobby.biz/userdata/public/gfx/7101/Wegiel-aktywny-BG09-SUPER-wegiel-kamienny-1%2C7l.png;19;wegiel-aktywny-bg09-super-wegiel-kamienny
ARI-X-339;1;Etykieta TRUNEK DOMOWY CZARNO-ZŁOTA  - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;4;https://winohobby.biz/userdata/public/gfx/5912/Etykieta-TRUNEK-DOMOWY-CZARNO-ZLOTA.jpg;55|58;etykieta-trunek-domowy-czarno-zlota-1szt
ARE-S-250;1;Węgiel aktywny Coobra (węgiel kamienny);1;23.58;29.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L, Granulacja: 0,43-1,7mm Powierzchnia aktywna: 1050m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;4;https://winohobby.biz/userdata/public/gfx/7068/Wegiel-aktywny-Coobra-wegiel-kamienny.png;19;wegiel-aktywny-coobra-wegiel-kamienny
SPI-R-110;1;Aparat destylacyjny zdeflegmatorem, odstojnikiem i miejscem na termometr;1;327.64;403.00;Producent;;1;1;9;https://winohobby.biz/userdata/public/gfx/ac6ac0ecaf15da4d8f0316a4773f680b.jpg|https://winohobby.biz/userdata/public/gfx/8780aa7e4fa3f6adaf95b846910292a6.jpg;47;aparat-destylacyjny-zdeflegmatorem-odstojnikiem-i-miejscem-na-termometr
ARE-S-258;1;Węgiel do pochłaniaczy gruby 4mm COOBRA;1;34.15;42.00;Węgiel aktywny;Granulacja+/- 4mm Masa 1kg Specjalnie przygotowany gruboziarnisty węgiel do użytku w pochłaniaczach powietrza czy filtrach wodnych. Specjalnie dobrana gramatura sprawia, że węgiel nie wypada przez sitka filtrów.;1;1;2;https://winohobby.biz/userdata/public/gfx/e71e833254792302927e85c8b4bf8c10.jpg|https://winohobby.biz/userdata/public/gfx/586cad7ad0236e7d997224d10e3dfe5c.jpg;19;wegiel-do-pochlaniaczy-gruby-4mm-coobra
ARE-S-248;1;Węgiel aktywny STORMS (węgiel kokosowy) 2-pak;1;60.98;75.00;Węgiel aktywny;Objętość w opakowaniu: 2x1,7L Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1150m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;1;https://winohobby.biz/userdata/public/gfx/6064/Wegiel-aktywny-STORMS-wegiel-kokosowy-2-pak.jpg|https://winohobby.biz/userdata/public/gfx/6063/Wegiel-aktywny-STORMS-wegiel-kokosowy-2-pak.jpg;19;wegiel-aktywny-storms-wegiel-kokosowy-2-pak
ARE-S-256;1;Węgiel aktywny STORMS (węgiel kokosowy);1;30.89;38.00;Węgiel aktywny;Objętość w opakowaniu: 1,7L Granulacja: 0,4-0,85mm Powierzchnia aktywna: 1150m2/g Węgiel służący do filtrowania / oczyszczania wody lub destylatów, w wyniku czego otrzymany płyn jest super czysty (w smaku i zapachu). Najkorzystniej przeprowadzać proces oczyszczania alkoholu gdy jego moc nie przekracza 45%, ponieważ im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia. Dodatkowo przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Ogólnie przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;2;https://winohobby.biz/userdata/public/gfx/7100/Wegiel-aktywny-kokosowy-STORMS-1%2C7l.png;19;wegiel-aktywny-storms-wegiel-kokosowy
ARI-X-365;1;Etykieta TRUNEK DOMOWY;1;0.37;0.45;-;Rozmiar etykiety: 70mm x 90mm Rozmiar etykiety może delikatnie się różnić o 1-2mm.;1;1;10;https://winohobby.biz/userdata/public/gfx/d63fd195188250fde7c4100fb02b25d1.jpg;55|160|58;etykieta-trunek-domowy
SPI-R-058;1;Szklana rura do węgla SPiritFerm Fi-50mm;1;37.4;46.00;-;;1;1;8;https://winohobby.biz/userdata/public/gfx/bd667c50c57d986269b7e215e640772a.jpg|https://winohobby.biz/userdata/public/gfx/93523980d3cf092faf49c398a3b9747f.jpg;163|19;szklana-rura-do-wegla-spiritferm-fi-50mm
SPI-R-074;1;Alkoholomierz dokładny SpiritFerm 60-100% 15-17cm;1;25.2;31.00;-;Sprzedawany w plastikowej i trwałej tubie, w której możemy bez obaw o stłuczenie przechowywać alkoholomierz. Alkoholomierz do odczytu zawartości % alkoholu w spirytusie lub czystych wódkach nie zawierających cukru. Pomiar wykonujemy w alkoholach o temperaturze 200C – w takiej temperaturze są wyskalowane alkoholomierze.;1;1;10;https://winohobby.biz/userdata/public/gfx/020a298a4acb6d42bf069814c43adbf1.jpg|https://winohobby.biz/userdata/public/gfx/5ee9e57d5b1a27e9fc182d72f57eeb22.jpg;14;alkoholomierz-dokladny-spiritferm-60-100-15-17cm
SPI-R-070;1;Alkoholomierz SpiritFerm 0-100% 23-25cm;1;25.2;31.00;-;Sprzedawany w plastikowej i trwałej tubie, w której możemy bez obaw o stłuczenie przechowywać alkoholomierz. Alkoholomierz do odczytu zawartości % alkoholu w spirytusie lub czystych wódkach nie zawierających cukru. Pomiar wykonujemy w alkoholach o temperaturze 200C – w takiej temperaturze są wyskalowane alkoholomierze.;1;1;4;https://winohobby.biz/userdata/public/gfx/5012b8221050dd2e36f51573d7a45262.jpg|https://winohobby.biz/userdata/public/gfx/2ae0fde1ef7b44bc9c0e209809896331.jpg;14;alkoholomierz-spiritferm-0-100-23-25cm
SPI-R-017;1;Węgiel aktywny SpiritFerm (węgiel kamienny);1;23.58;29.00;Węgiel aktywny;Węgiel służący do filtrowania destylatów, w wyniku czego otrzymany destylat jest łagodniejszy w smaku i zapachu. Doskonale usuwa zapach i posmak fuzli. Można również używać do filtracji wody. Proces oczyszczania alkoholu należy przeprowadzać gdy jego moc nie przekracza 45% (im wyższa zawartość alkoholu, tym trudniej oddzielić z niego zanieczyszczenia). Przy użyciu węgla aktywnego temperatura alkoholu powinna być jak najniższa.Przyjmuje się, że do oczyszczenia 1 litra spirytusu stosuje się 50g węgla aktywnego.;1;1;9;https://winohobby.biz/userdata/public/gfx/846e3854276d29d5f997ca6003bf1271.jpg;19;wegiel-aktywny-spiritferm-wegiel-kamienny
ARE-S-112;1;Aromat 25ml o smaku:  Mango Passion Liquer  style flavour;1;7.72;9.50;Zaprawki do alkoholu esencje STRANDS;Mango Passion -aromat o smaku  tropikalnego likieru o smaku dojrzewającego mango i egzotycznej marakuii Przygotowanie: 210 gr cukru najlepiej zalać 200 ml wrzącej wody, mieszać do rozpuszczenia cukru i pozostawić do ostygnięcia. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;7;https://winohobby.biz/userdata/public/gfx/7316/Mango-Passion-25ml.png;20;aromat-25ml-o-smaku-mango-passion-liquer-style-flavour
